decimalLatitude,decimalLongitude,eventDate,eventid,fieldnotes,footprintWKT,geodeticdatum,maximumdepthinmeters,modified,occurrenceid,parenteventid
43.85627,-63.23223,2012-02-16T13:07:20Z/2016-08-28T12:37:00Z,urn:catalog:otn:OTN:HFX:HFX106-250112-1,180 khz deactivated,POINT(-63.23223 43.85627),EPSG:4326,141.0,2016-12-05,,
43.85201,-63.23979,2012-02-16T13:16:14Z/2016-08-28T12:45:00Z,urn:catalog:otn:OTN:HFX:HFX107-250097-1,180 khz deactivated,POINT(-63.23979 43.85201),EPSG:4326,132.0,2016-12-05,,
43.84738,-63.2469,2012-02-16T13:25:14Z/2016-08-28T12:52:00Z,urn:catalog:otn:OTN:HFX:HFX108-250354-1,180 khz deactivated,POINT(-63.2469 43.84738),EPSG:4326,125.0,2016-12-05,,
43.84366,-63.25558,2012-02-16T13:34:27Z/2016-08-28T13:00:00Z,urn:catalog:otn:OTN:HFX:HFX109-250118-1,180 khz deactivated,POINT(-63.25558 43.84366),EPSG:4326,121.0,2016-12-05,,
43.83852,-63.2625,2012-02-16T13:43:19Z/2016-08-28T13:11:00Z,urn:catalog:otn:OTN:HFX:HFX110-250126-1,180 khz deactivated,POINT(-63.2625 43.83852),EPSG:4326,118.0,2016-12-05,,
43.83428,-63.27016,2012-02-16T13:54:00Z/2016-08-28T13:17:00Z,urn:catalog:otn:OTN:HFX:HFX111-250129-1,180 khz deactivated,POINT(-63.27016 43.83428),EPSG:4326,126.0,2016-12-05,,
43.83007,-63.27802,2012-02-16T14:03:37Z/2016-08-28T13:23:00Z,urn:catalog:otn:OTN:HFX:HFX112-250115-1,180 khz deactivated,POINT(-63.27802 43.83007),EPSG:4326,121.0,2016-12-05,,
43.82618,-63.28576,2012-02-16T14:14:26Z/2016-08-28T13:28:00Z,urn:catalog:otn:OTN:HFX:HFX113-250182-1,180 khz deactivated,POINT(-63.28576 43.82618),EPSG:4326,127.0,2016-12-05,,
43.82182,-63.29423,2012-02-16T14:24:13Z/2016-08-28T13:37:00Z,urn:catalog:otn:OTN:HFX:HFX114-250100-1,180 khz deactivated,POINT(-63.29423 43.82182),EPSG:4326,139.0,2016-12-05,,
43.81778,-63.30154,2012-02-16T14:34:42Z/2016-08-28T13:43:00Z,urn:catalog:otn:OTN:HFX:HFX115-250125-1,180 khz deactivated,POINT(-63.30154 43.81778),EPSG:4326,142.0,2016-12-05,,
43.01016,-63.49989,2012-05-24T11:14:41Z/2016-09-16T11:40:00Z,urn:catalog:otn:OTN:HFX:HFX232-VR4-250305-1,,POINT(-63.49989 43.01016),EPSG:4326,173.0,2016-12-05,,
43.00303,-63.5001,2012-05-24T11:10:20Z/2016-09-16T12:00:00Z,urn:catalog:otn:OTN:HFX:HFX233-VR4-250286-1,,POINT(-63.5001 43.00303),EPSG:4326,174.0,2016-12-05,,
42.9958,-63.5,2012-05-24T11:05:50Z/2016-09-16T12:08:00Z,urn:catalog:otn:OTN:HFX:HFX234-VR4-250287-1,,POINT(-63.5 42.9958),EPSG:4326,174.0,2016-12-05,,
42.95967,-63.49997,2012-05-24T10:44:05Z/2016-09-16T12:40:00Z,urn:catalog:otn:OTN:HFX:HFX239-VR4-250249-1,,POINT(-63.49997 42.95967),EPSG:4326,169.0,2016-12-05,,
42.95246,-63.49992,2012-05-24T10:39:19Z/2016-09-16T12:46:06Z,urn:catalog:otn:OTN:HFX:HFX240-VR4-250291-1,,POINT(-63.49992 42.95246),EPSG:4326,167.0,2016-12-05,,
42.93799,-63.49992,2012-05-24T10:29:28Z/2016-09-16T12:58:08Z,urn:catalog:otn:OTN:HFX:HFX242-VR4-250225-1,,POINT(-63.49992 42.93799),EPSG:4326,169.0,2016-12-05,,
42.93086,-63.49999,2012-05-24T10:24:47Z/2016-09-16T13:05:09Z,urn:catalog:otn:OTN:HFX:HFX243-VR4-250341-1,,POINT(-63.49999 42.93086),EPSG:4326,169.0,2016-12-05,,
42.92372,-63.50004,2012-05-24T10:20:04Z/2016-09-16T13:10:10Z,urn:catalog:otn:OTN:HFX:HFX244-VR4-250260-1,,POINT(-63.50004 42.92372),EPSG:4326,169.0,2016-12-05,,
42.90925,-63.49999,2012-05-24T10:08:34Z/2016-09-16T13:24:10Z,urn:catalog:otn:OTN:HFX:HFX246-VR4-250322-1,,POINT(-63.49999 42.90925),EPSG:4326,174.0,2016-12-05,,
42.90203,-63.49995,2012-05-24T10:03:43Z/2016-09-16T13:29:10Z,urn:catalog:otn:OTN:HFX:HFX247-VR4-250319-1,,POINT(-63.49995 42.90203),EPSG:4326,174.0,2016-12-05,,
42.89487,-63.50002,2012-05-24T09:58:50Z/2016-09-16T13:33:11Z,urn:catalog:otn:OTN:HFX:HFX248-VR4-250310-1,,POINT(-63.50002 42.89487),EPSG:4326,174.0,2016-12-05,,
42.88764,-63.50002,2012-05-24T09:54:08Z/2016-09-16T13:40:12Z,urn:catalog:otn:OTN:HFX:HFX249-VR4-250219-1,,POINT(-63.50002 42.88764),EPSG:4326,172.0,2016-12-05,,
42.84442,-63.50003,2012-05-24T09:25:03Z/2016-09-16T14:30:18Z,urn:catalog:otn:OTN:HFX:HFX255-VR4-250329-1,,POINT(-63.50003 42.84442),EPSG:4326,185.0,2016-12-05,,
42.83737,-63.49981,2012-05-24T09:20:23Z/2016-09-16T14:35:19Z,urn:catalog:otn:OTN:HFX:HFX256-VR4-250314-1,,POINT(-63.49981 42.83737),EPSG:4326,194.0,2016-12-05,,
44.17948,-63.20007,2013-11-16T18:19:49Z/2016-04-23T12:23:23Z,urn:catalog:otn:DFO-BIO:HFX:HFX053-VR3-386-2,,POINT(-63.20007 44.17948),EPSG:4326,166.0,2016-12-05,,
44.17387,-63.19376,2013-11-16T18:25:48Z/2016-04-23T12:31:29Z,urn:catalog:otn:DFO-BIO:HFX:HFX054-VR3-384-2,,POINT(-63.19376 44.17387),EPSG:4326,165.0,2016-12-05,,
44.16814,-63.18762,2013-11-16T18:33:14Z/2016-04-23T12:38:14Z,urn:catalog:otn:DFO-BIO:HFX:HFX055-VR3-352-2,,POINT(-63.18762 44.16814),EPSG:4326,164.0,2016-12-05,,
44.16265,-63.18116,2013-11-16T18:39:20Z/2016-04-23T12:46:58Z,urn:catalog:otn:DFO-BIO:HFX:HFX056-VR3-306-2,,POINT(-63.18116 44.16265),EPSG:4326,164.0,2016-12-05,,
44.15686,-63.17499,2013-11-16T18:45:21Z/2016-04-23T13:21:21Z,urn:catalog:otn:DFO-BIO:HFX:HFX057-VR3-317-2,,POINT(-63.17499 44.15686),EPSG:4326,140.0,2016-12-05,,
44.15139,-63.16853,2013-11-16T18:51:20Z/2016-04-23T14:06:51Z,urn:catalog:otn:DFO-BIO:HFX:HFX058-VR3-323-2,"AR would not talk, did release",POINT(-63.16853 44.15139),EPSG:4326,146.0,2016-12-05,,
44.13981,-63.15623,2013-11-16T19:17:00Z/2016-04-23T14:26:31Z,urn:catalog:otn:DFO-BIO:HFX:HFX060-VR3-313-2,,POINT(-63.15623 44.13981),EPSG:4326,165.0,2016-12-05,,
44.12893,-63.14374,2013-11-16T19:34:30Z/2016-04-23T14:52:06Z,urn:catalog:otn:DFO-BIO:HFX:HFX062-VR3-326-2,,POINT(-63.14374 44.12893),EPSG:4326,173.0,2016-12-05,,
44.12289,-63.13765,2013-11-16T19:40:16Z/2016-04-23T15:00:14Z,urn:catalog:otn:DFO-BIO:HFX:HFX063-VR3-328-2,,POINT(-63.13765 44.12289),EPSG:4326,170.0,2016-12-05,,
44.1174,-63.13099,2013-11-16T19:47:37Z/2016-04-23T15:08:23Z,urn:catalog:otn:DFO-BIO:HFX:HFX064-VR3-111-2,,POINT(-63.13099 44.1174),EPSG:4326,165.0,2016-12-05,,
44.11164,-63.12495,2013-11-16T19:53:11Z/2016-04-23T15:16:02Z,urn:catalog:otn:DFO-BIO:HFX:HFX065-VR3-183-2,,POINT(-63.12495 44.11164),EPSG:4326,165.0,2016-12-05,,
44.10578,-63.11825,2013-11-16T20:02:01Z/2016-07-27T14:28:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX066-VR3-298-2,,POINT(-63.11825 44.10578),EPSG:4326,160.0,2016-12-05,,
44.10001,-63.1121,2013-11-16T20:16:31Z/2016-07-27T14:31:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX067-VR3-329-3,,POINT(-63.1121 44.10001),EPSG:4326,160.0,2016-12-05,,
44.09451,-63.10541,2013-11-16T20:22:10Z/2016-07-27T14:41:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX068-VR3-348-3,,POINT(-63.10541 44.09451),EPSG:4326,160.0,2016-12-05,,
44.08326,-63.09346,2013-11-16T20:34:24Z/2016-07-27T14:52:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX070-VR3-309-3,,POINT(-63.09346 44.08326),EPSG:4326,160.0,2016-12-05,,
44.07761,-63.08709,2013-11-16T20:42:52Z/2016-07-27T14:58:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX071-VR3-314-3,,POINT(-63.08709 44.07761),EPSG:4326,165.0,2016-12-05,,
44.07209,-63.08086,2013-11-16T20:52:55Z/2016-07-27T15:05:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX072-VR3-322-3,,POINT(-63.08086 44.07209),EPSG:4326,180.0,2016-12-05,,
44.03463,-63.09863,2014-01-17T20:56:37Z/2016-08-15T13:14:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX078-VR4-250252-2,Deployed to replace station 78 whch was not found.  Station  77 was also displaced but was found,POINT(-63.09863 44.03463),EPSG:4326,200.0,2016-12-05,,
44.23626,-63.26195,2014-06-22T11:03:57Z/2016-07-27T17:56:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX043-VR3-307-2,,POINT(-63.26195 44.23626),EPSG:4326,170.0,2016-12-05,,
44.21905,-63.24336,2014-06-22T09:54:04Z/2016-07-27T17:06:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX046-VR3-301-2,,POINT(-63.24336 44.21905),EPSG:4326,150.0,2016-12-05,,
44.2133,-63.23715,2014-06-22T09:42:52Z/2016-07-27T17:01:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX047-VR3-146-3,,POINT(-63.23715 44.2133),EPSG:4326,151.0,2016-12-05,,
44.20203,-63.2246,2014-06-22T09:18:36Z/2016-07-27T16:39:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX049-VR3-336-2,,POINT(-63.2246 44.20203),EPSG:4326,166.0,2016-12-05,,
43.77984,-63.34655,2014-06-12T20:53:18Z/2016-08-28T14:43:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX122-VR4-250281-4,"Drop dead date assigned as per neighbouring stations|180 khz deactivated|Unit on station, offloaded VR4.  Release non-responsive",POINT(-63.34655 43.77984),EPSG:4326,118.0,2016-12-05,,
44.42628,-63.47511,2012-11-11T12:59:28Z/2016-01-23T21:01:10Z,urn:catalog:otn:DFO-BIO:HFX:HFX010-VR3-00390-5,,POINT(-63.47511 44.42628),EPSG:4326,89.0,2016-12-05,,
44.42003,-63.46863,2012-11-11T13:15:21Z/2016-02-22T16:44:38Z,urn:catalog:otn:DFO-BIO:HFX:HFX011-VR3-00332-5,,POINT(-63.46863 44.42003),EPSG:4326,86.0,2016-12-05,,
44.41458,-63.46218,2012-11-11T13:34:48Z/2016-02-22T16:54:44Z,urn:catalog:otn:DFO-BIO:HFX:HFX012-VR3-00331-4,,POINT(-63.46218 44.41458),EPSG:4326,91.0,2016-12-05,,
44.40863,-63.45589,2012-11-11T13:48:27Z/2016-02-22T17:02:56Z,urn:catalog:otn:DFO-BIO:HFX:HFX013-VR3-00349-4,,POINT(-63.45589 44.40863),EPSG:4326,101.0,2016-12-05,,
44.14512,-63.16604,2014-12-12T04:30:13Z/2016-04-23T14:19:07Z,urn:catalog:otn:DFO-BIO:HFX:HFX059-VR3-308-4,,POINT(-63.16604 44.14512),EPSG:4326,150.0,2016-12-05,,
44.20579,-63.23096,2015-04-20T17:38:59Z/2016-04-22T19:27:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX048-VR4-250215-5,,POINT(-63.23096 44.20579),EPSG:4326,165.0,2016-12-05,,
44.08662,-63.10277,2015-04-20T19:53:53Z/2016-04-22T17:38:00Z,urn:catalog:otn:DFO-BIO:HFX:HFX069-VR4-250162-5,,POINT(-63.10277 44.08662),EPSG:4326,160.0,2016-12-05,,
42.88042,-63.49993,2012-05-24T09:49:26Z/2016-09-16T13:46:13Z,urn:catalog:otn:OTN:HFX:HFX250-VR4-250334-1,,POINT(-63.49993 42.88042),EPSG:4326,172.0,2016-12-05,,
44.46106,-63.514,,urn:catalog:otn:OTN:HFX:HFX004-250344-5,"AR pings 3X for enable, VR4 tilt at 139 degrees.  Could not offload",POINT(-63.514 44.46106),EPSG:4326,76.0,2018-01-25,,
44.00545,-59.74331,2013-07-26T13:03:12Z/2013-11-06T15:10:00Z,urn:catalog:otn:DAL:SIA:SIA004-VR2W-100928-1,,POINT(-59.74331 44.00545),EPSG:4326,26.0,2014-07-21,,
44.1965,-63.1916,2014-09-26 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-110448:20140926120000,Excellent condition,POINT(-63.1916 44.1965),EPSG:4326,,2015-11-26,urn:catalog:otn:DAL:NSBS:NSBS-110448-release,
44.2314,-63.1595,2014-09-26 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-110451:20140926120000,Excellent condition,POINT(-63.1595 44.2314),EPSG:4326,,2015-11-26,urn:catalog:otn:DAL:NSBS:NSBS-110451-release,
44.20622,-63.21124,2016-09-19 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-1248824:20160919120000,tag # one higher on VR100,POINT(-63.21124 44.20622),EPSG:4326,,2017-02-21,urn:catalog:otn:DAL:NSBS:NSBS-1248824-release,
44.22156,-63.1978,2016-07-18 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-1248830:20160718120000,11272 on VR 100,POINT(-63.1978 44.22156),EPSG:4326,,2017-02-21,urn:catalog:otn:DAL:NSBS:NSBS-1248830-release,
44.2047,-63.2261,2016-08-29 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-1248832:20160829120000,,POINT(-63.2261 44.2047),EPSG:4326,,2017-02-21,urn:catalog:otn:DAL:NSBS:NSBS-1248832-release,
44.19798,-63.20588,2016-09-19 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-1248833:20160919120000,damaged dorsal fin,POINT(-63.20588 44.19798),EPSG:4326,,2017-02-21,urn:catalog:otn:DAL:NSBS:NSBS-1248833-release,
44.25894,-62.59801,2015-07-17 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-ALI:20150717120000,eye damage,POINT(-62.59801 44.25894),EPSG:4326,,2015-11-26,urn:catalog:otn:DAL:NSBS:NSBS-ALI-release,
44.20133,-63.21326,2015-08-16 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-ALICE:20150816120000,"upper lobe caudal missing, mating scars",POINT(-63.21326 44.20133),EPSG:4326,,2015-11-26,urn:catalog:otn:DAL:NSBS:NSBS-ALICE-release,
44.22511,-63.18984,2014-08-28 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Alison:20140828120000,Named after Chris harvey's ex-wife,POINT(-63.18984 44.22511),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Alison-release,
44.21659,-63.23805,2013-07-31 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Alyssa:20130731120000,,POINT(-63.23805 44.21659),EPSG:4326,,2013-09-17,urn:catalog:otn:DAL:NSBS:NSBS-Alyssa-release,
44.21721,-63.20468,2014-08-23 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Betty:20140823120000,Bleeding when hook removed; student forgot to take fin clip,POINT(-63.20468 44.21721),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Betty-release,
44.21061,-63.21628,2014-08-23 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Big Momma:20140823120000,Large juvenile female in good condition,POINT(-63.21628 44.21061),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Big Momma-release,
44.17669,-63.23979,2013-08-01 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Blueberry:20130801120000,Missing chunk of first dorsal,POINT(-63.23979 44.17669),EPSG:4326,,2013-09-17,urn:catalog:otn:DAL:NSBS:NSBS-Blueberry-release,
44.21,-63.20071,2014-08-28 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Blue Rodeo (Rick Mercer):20140828120000,Great Condition,POINT(-63.20071 44.21),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Blue Rodeo (Rick Mercer)-release,
44.21355,-63.21137,2014-08-23 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Bonkers:20140823120000,Caught in fins,POINT(-63.21137 44.21355),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Bonkers-release,
44.20226,-63.24866,2013-08-02 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Brandy:20130802120000,,POINT(-63.24866 44.20226),EPSG:4326,,2013-09-17,urn:catalog:otn:DAL:NSBS:NSBS-Brandy-release,
44.22905,-63.17156,2014-08-28 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Brendal:20140828120000,Parasites; hit vein; and  was lifted from the water without hook caught,POINT(-63.17156 44.22905),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Brendal-release,
44.21387,-63.24617,2013-07-31 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Brianna:20130731120000,Abrasion on the nose,POINT(-63.24617 44.21387),EPSG:4326,,2013-09-17,urn:catalog:otn:DAL:NSBS:NSBS-Brianna-release,
44.22631,-63.18673,2014-08-28 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Calypso:20140828120000,Great Condition,POINT(-63.18673 44.22631),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Calypso-release,
44.25942,-62.59941,2015-07-17 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-CAROLINA:20150717120000,growth on back,POINT(-62.59941 44.25942),EPSG:4326,,2015-11-26,urn:catalog:otn:DAL:NSBS:NSBS-CAROLINA-release,
44.20827,-63.21504,2014-08-25 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Casey:20140825120000,No notes,POINT(-63.21504 44.20827),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Casey-release,
44.21995,-63.18294,2015-07-14 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-ELVIRE:20150714120000,ventral cut,POINT(-63.18294 44.21995),EPSG:4326,,2015-11-26,urn:catalog:otn:DAL:NSBS:NSBS-ELVIRE-release,
44.209163,-63.27934,2013-07-13 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Eva:20130713120000,Practice shark tagging (1/4),POINT(-63.27934 44.209163),EPSG:4326,,2013-09-17,urn:catalog:otn:DAL:NSBS:NSBS-Eva-release,
44.18141,-63.22412,2013-08-01 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Finnigan:20130801120000,This shark has already pingged twice,POINT(-63.22412 44.18141),EPSG:4326,,2013-09-17,urn:catalog:otn:DAL:NSBS:NSBS-Finnigan-release,
44.2051,-63.22421,2014-08-25 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Finnigan-14:20140825120000,Very small female,POINT(-63.22421 44.2051),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Finnigan-14-release,
44.20586,-63.20376,2015-08-16 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-GRIFFIN:20150816120000,"VR100 coming up with number higher than tag number, wound on tail (possibly line)",POINT(-63.20376 44.20586),EPSG:4326,,2015-11-26,urn:catalog:otn:DAL:NSBS:NSBS-GRIFFIN-release,
44.18111,-63.22008,2013-08-01 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Hayley:20130801120000,,POINT(-63.22008 44.18111),EPSG:4326,,2013-09-17,urn:catalog:otn:DAL:NSBS:NSBS-Hayley-release,
44.22207,-63.20322,2014-08-25 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Helga:20140825120000,Hooked in right side of jaw,POINT(-63.20322 44.22207),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Helga-release,
44.2144,-63.2022,2014-08-28 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Hey Jude:20140828120000,Hook lodged in vein in mouth,POINT(-63.2022 44.2144),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Hey Jude-release,
44.21264,-63.20846,2014-08-25 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Hooker:20140825120000,"Scars, cuts, and hook in mouth",POINT(-63.20846 44.21264),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Hooker-release,
44.1782,-63.2484,2017-07-22 17:30:00,urn:catalog:otn:DAL:NSBS:NSBS-Hops:20170722053000,Sea lice,POINT(-63.2484 44.1782),EPSG:4326,,2017-08-04,urn:catalog:otn:DAL:NSBS:NSBS-Hops-release,
44.20236,-63.20353,2015-08-16 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-HUGH:20150816120000,scars on right pectroal and tail,POINT(-63.20353 44.20236),EPSG:4326,,2015-11-26,urn:catalog:otn:DAL:NSBS:NSBS-HUGH-release,
44.22348,-63.24687,2013-07-31 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Janina:20130731120000,,POINT(-63.24687 44.22348),EPSG:4326,,2013-09-17,urn:catalog:otn:DAL:NSBS:NSBS-Janina-release,
44.21566,-63.20911,2014-08-23 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Katelyn:20140823120000,Longline hook found in mouth,POINT(-63.20911 44.21566),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Katelyn-release,
44.19939,-63.24085,2014-08-23 00:00:00,urn:catalog:otn:DAL:NSBS:NSBS-Keesh:20140823120000,No notes,POINT(-63.24085 44.19939),EPSG:4326,,2014-10-14,urn:catalog:otn:DAL:NSBS:NSBS-Keesh-release,
